Date,Cross Section,Water_Elevation
03/04/2025 06:00,167753  ,140.60423278808594
03/04/2025 06:00,167560  ,140.58900451660156
03/04/2025 06:00,167367  ,140.57223510742188
03/04/2025 06:00,167173  ,140.553955078125
03/04/2025 06:00,166980  ,140.5335235595703
03/04/2025 06:00,166787  ,140.5106658935547
03/04/2025 06:00,166594  ,140.48475646972656
03/04/2025 06:00,166400  ,140.45579528808594
03/04/2025 06:00,166207  ,140.42227172851562
03/04/2025 06:00,166014  ,140.38327026367188
03/04/2025 06:00,165820  ,140.33753967285156
03/04/2025 06:00,165622  ,140.28968811035156
03/04/2025 06:00,165423  ,140.24183654785156
03/04/2025 06:00,165225  ,140.19398498535156
03/04/2025 06:00,165026  ,140.1452178955078
03/04/2025 06:00,164828  ,140.0958251953125
03/04/2025 06:00,164629  ,140.04705810546875
03/04/2025 06:00,164431  ,139.9989013671875
03/04/2025 06:00,164232  ,139.9507598876953
03/04/2025 06:00,164034  ,139.9031982421875
03/04/2025 06:00,163835  ,139.85504150390625
03/04/2025 06:00,163637  ,139.806884765625
03/04/2025 06:00,163438  ,139.7596435546875
03/04/2025 06:00,163239  ,139.71360778808594
03/04/2025 06:00,163041  ,139.6691131591797
03/04/2025 06:00,162842  ,139.62583923339844
03/04/2025 06:00,162644  ,139.58407592773438
03/04/2025 06:00,162445  ,139.5435333251953
03/04/2025 06:00,162247  ,139.5045166015625
03/04/2025 06:00,162048  ,139.4676513671875
03/04/2025 06:00,161850  ,139.43350219726562
03/04/2025 06:00,161651  ,139.4018096923828
03/04/2025 06:00,161453  ,139.3728485107422
03/04/2025 06:00,161254  ,139.3460235595703
03/04/2025 06:00,161055  ,139.3219451904297
03/04/2025 06:00,160857  ,139.29969787597656
03/04/2025 06:00,160658  ,139.27987670898438
03/04/2025 06:00,160463  ,139.26068115234375
03/04/2025 06:00,160267  ,139.24118041992188
03/04/2025 06:00,160071  ,139.22105407714844
03/04/2025 06:00,159875  ,139.20033264160156
03/04/2025 06:00,159680  ,139.17930603027344
03/04/2025 06:00,159484  ,139.15765380859375
03/04/2025 06:00,159288  ,139.13540649414062
03/04/2025 06:00,159093  ,139.112548828125
03/04/2025 06:00,158897  ,139.08877563476562
03/04/2025 06:00,158701  ,139.06439208984375
03/04/2025 06:00,158505  ,139.03878784179688
03/04/2025 06:00,158310  ,139.01226806640625
03/04/2025 06:00,158114  ,138.98452758789062
03/04/2025 06:00,157918  ,138.95558166503906
03/04/2025 06:00,157722  ,138.9257049560547
03/04/2025 06:00,157527  ,138.89431762695312
03/04/2025 06:00,157331  ,138.86138916015625
03/04/2025 06:00,157135  ,138.82664489746094
03/04/2025 06:00,156940  ,138.78976440429688
03/04/2025 06:00,156744  ,138.75135803222656
03/04/2025 06:00,156548  ,138.71205139160156
03/04/2025 06:00,156352  ,138.67242431640625
03/04/2025 06:00,156157  ,138.6318817138672
03/04/2025 06:00,155961  ,138.59103393554688
03/04/2025 06:00,155766  ,138.54898071289062
03/04/2025 06:00,155571  ,138.5050811767578
03/04/2025 06:00,155377  ,138.4602813720703
03/04/2025 06:00,155182  ,138.41546630859375
03/04/2025 06:00,154987  ,138.37158203125
03/04/2025 06:00,154792  ,138.32920837402344
03/04/2025 06:00,154597  ,138.28927612304688
03/04/2025 06:00,154403  ,138.25210571289062
03/04/2025 06:00,154208  ,138.2188720703125
03/04/2025 06:00,154013  ,138.18931579589844
03/04/2025 06:00,153818  ,138.16310119628906
03/04/2025 06:00,153623  ,138.14083862304688
03/04/2025 06:00,153429  ,138.12164306640625
03/04/2025 06:00,153234  ,138.10519409179688
03/04/2025 06:00,153039  ,138.09115600585938
03/04/2025 06:00,152844  ,138.0789794921875
03/04/2025 06:00,152649  ,138.068603515625
03/04/2025 06:00,152455  ,138.0597686767578
03/04/2025 06:00,152260  ,138.05215454101562
03/04/2025 06:00,152065  ,138.04544067382812
03/04/2025 06:00,151870  ,138.03965759277344
03/04/2025 06:00,151859  ,138.03965759277344
03/04/2025 06:00,151848  ,138.0363006591797
03/04/2025 06:00,151681  ,138.03021240234375
03/04/2025 06:00,151513  ,138.0225830078125
03/04/2025 06:00,151346  ,138.0137481689453
03/04/2025 06:00,151179  ,138.00521850585938
03/04/2025 06:00,150981  ,137.99392700195312
03/04/2025 06:00,150784  ,137.9814453125
03/04/2025 06:00,150587  ,137.96803283691406
03/04/2025 06:00,150390  ,137.95339965820312
03/04/2025 06:00,150192  ,137.93785095214844
03/04/2025 06:00,149995  ,137.92169189453125
03/04/2025 06:00,149798  ,137.90463256835938
03/04/2025 06:00,149601  ,137.88694763183594
03/04/2025 06:00,149403  ,137.86866760253906
03/04/2025 06:00,149206  ,137.84976196289062
03/04/2025 06:00,149009  ,137.83026123046875
03/04/2025 06:00,148812  ,137.8101348876953
03/04/2025 06:00,148614  ,137.7897186279297
03/04/2025 06:00,148417  ,137.7683868408203
03/04/2025 06:00,148220  ,137.74673461914062
03/04/2025 06:00,148023  ,137.7244873046875
03/04/2025 06:00,147826  ,137.70162963867188
03/04/2025 06:00,147628  ,137.6778564453125
03/04/2025 06:00,147431  ,137.65377807617188
03/04/2025 06:00,147234  ,137.6287841796875
03/04/2025 06:00,147037  ,137.60287475585938
03/04/2025 06:00,146839  ,137.57635498046875
03/04/2025 06:00,146642  ,137.5492401123047
03/04/2025 06:00,146445  ,137.52088928222656
03/04/2025 06:00,146248  ,137.4916229248047
03/04/2025 06:00,146050  ,137.4617462158203
03/04/2025 06:00,145853  ,137.4306640625
03/04/2025 06:00,145656  ,137.39865112304688
03/04/2025 06:00,145459  ,137.36573791503906
03/04/2025 06:00,145259  ,137.33099365234375
03/04/2025 06:00,145059  ,137.2959442138672
03/04/2025 06:00,144859  ,137.26089477539062
03/04/2025 06:00,144659  ,137.2252197265625
03/04/2025 06:00,144459  ,137.18927001953125
03/04/2025 06:00,144260  ,137.15298461914062
03/04/2025 06:00,144060  ,137.1164093017578
03/04/2025 06:00,143860  ,137.07952880859375
03/04/2025 06:00,143660  ,137.0426483154297
03/04/2025 06:00,143460  ,137.00547790527344
03/04/2025 06:00,143260  ,136.9679718017578
03/04/2025 06:00,143061  ,136.9304962158203
03/04/2025 06:00,142861  ,136.89268493652344
03/04/2025 06:00,142661  ,136.85488891601562
03/04/2025 06:00,142461  ,136.81710815429688
03/04/2025 06:00,142261  ,136.77931213378906
03/04/2025 06:00,142061  ,136.7412109375
03/04/2025 06:00,141862  ,136.7034149169922
03/04/2025 06:00,141662  ,136.66531372070312
03/04/2025 06:00,141462  ,136.62721252441406
03/04/2025 06:00,141262  ,136.589111328125
03/04/2025 06:00,141062  ,136.5513153076172
03/04/2025 06:00,140862  ,136.51351928710938
03/04/2025 06:00,140662  ,136.4760284423828
03/04/2025 06:00,140463  ,136.4388427734375
03/04/2025 06:00,140263  ,136.4022674560547
03/04/2025 06:00,140063  ,136.36630249023438
03/04/2025 06:00,139863  ,136.33094787597656
03/04/2025 06:00,139663  ,136.2961883544922
03/04/2025 06:00,139463  ,136.26205444335938
03/04/2025 06:00,139264  ,136.22853088378906
03/04/2025 06:00,139064  ,136.19622802734375
03/04/2025 06:00,138864  ,136.16452026367188
03/04/2025 06:00,138664  ,136.13404846191406
03/04/2025 06:00,138464  ,136.1041717529297
03/04/2025 06:00,138264  ,136.0755157470703
03/04/2025 06:00,138065  ,136.048095703125
03/04/2025 06:00,137865  ,136.02157592773438
03/04/2025 06:00,137665  ,135.99627685546875
03/04/2025 06:00,137465  ,135.97219848632812
03/04/2025 06:00,137265  ,135.9493408203125
03/04/2025 06:00,137065  ,135.9276885986328
03/04/2025 06:00,136874  ,135.9084930419922
03/04/2025 06:00,136683  ,135.89112854003906
03/04/2025 06:00,136492  ,135.87496948242188
03/04/2025 06:00,136300  ,135.8606414794922
03/04/2025 06:00,136109  ,135.84722900390625
03/04/2025 06:00,135918  ,135.83534240722656
03/04/2025 06:00,135727  ,135.82467651367188
03/04/2025 06:00,135535  ,135.8152313232422
03/04/2025 06:00,135344  ,135.80638122558594
03/04/2025 06:00,135153  ,135.79876708984375
03/04/2025 06:00,134962  ,135.79205322265625
03/04/2025 06:00,134770  ,135.7859649658203
03/04/2025 06:00,134579  ,135.7804718017578
03/04/2025 06:00,134388  ,135.77560424804688
03/04/2025 06:00,134196  ,135.77133178710938
03/04/2025 06:00,134005  ,135.76768493652344
03/04/2025 06:00,133814  ,135.76402282714844
03/04/2025 06:00,133623  ,135.76097106933594
03/04/2025 06:00,133431  ,135.7582244873047
03/04/2025 06:00,133240  ,135.7557830810547
03/04/2025 06:00,133049  ,135.75364685058594
03/04/2025 06:00,132858  ,135.75152587890625
03/04/2025 06:00,132848  ,135.75152587890625
03/04/2025 06:00,132837  ,135.74969482421875
03/04/2025 06:00,132688  ,135.7429962158203
03/04/2025 06:00,132540  ,135.71859741210938
03/04/2025 06:00,132346  ,135.69117736816406
03/04/2025 06:00,132153  ,135.66465759277344
03/04/2025 06:00,131960  ,135.63966369628906
03/04/2025 06:00,131767  ,135.61587524414062
03/04/2025 06:00,131574  ,135.5936279296875
03/04/2025 06:00,131381  ,135.57229614257812
03/04/2025 06:00,131188  ,135.55279541015625
03/04/2025 06:00,130994  ,135.53419494628906
03/04/2025 06:00,130801  ,135.51683044433594
03/04/2025 06:00,130608  ,135.5009765625
03/04/2025 06:00,130415  ,135.4860382080078
03/04/2025 06:00,130222  ,135.47201538085938
03/04/2025 06:00,130029  ,135.459228515625
03/04/2025 06:00,129836  ,135.44732666015625
03/04/2025 06:00,129643  ,135.4363555908203
03/04/2025 06:00,129449  ,135.42630004882812
03/04/2025 06:00,129256  ,135.4171600341797
03/04/2025 06:00,129063  ,135.4086151123047
03/04/2025 06:00,128870  ,135.4010009765625
03/04/2025 06:00,128677  ,135.3936767578125
03/04/2025 06:00,128484  ,135.3872833251953
03/04/2025 06:00,128291  ,135.38119506835938
03/04/2025 06:00,128097  ,135.37570190429688
03/04/2025 06:00,127904  ,135.37051391601562
03/04/2025 06:00,127711  ,135.36595153808594
03/04/2025 06:00,127518  ,135.36167907714844
03/04/2025 06:00,127320  ,135.35740661621094
03/04/2025 06:00,127123  ,135.3531494140625
03/04/2025 06:00,126925  ,135.34918212890625
03/04/2025 06:00,126727  ,135.34552001953125
03/04/2025 06:00,126530  ,135.3418731689453
03/04/2025 06:00,126332  ,135.3382110595703
03/04/2025 06:00,126134  ,135.33485412597656
03/04/2025 06:00,125936  ,135.33151245117188
03/04/2025 06:00,125739  ,135.32815551757812
03/04/2025 06:00,125541  ,135.32510375976562
03/04/2025 06:00,125343  ,135.32237243652344
03/04/2025 06:00,125146  ,135.31932067871094
03/04/2025 06:00,124948  ,135.3165740966797
03/04/2025 06:00,124750  ,135.31382751464844
03/04/2025 06:00,124553  ,135.31138610839844
03/04/2025 06:00,124355  ,135.30894470214844
03/04/2025 06:00,124157  ,135.3065185546875
03/04/2025 06:00,123959  ,135.3040771484375
03/04/2025 06:00,123762  ,135.30194091796875
03/04/2025 06:00,123564  ,135.2998046875
03/04/2025 06:00,123366  ,135.2976837158203
03/04/2025 06:00,123349  ,135.2976837158203
03/04/2025 06:00,123334  ,135.29432678222656
03/04/2025 06:00,123159  ,135.29248046875
03/04/2025 06:00,122985  ,135.29066467285156
03/04/2025 06:00,122810  ,135.2891387939453
03/04/2025 06:00,122636  ,135.2873077392578
03/04/2025 06:00,122462  ,135.28579711914062
03/04/2025 06:00,122287  ,135.28395080566406
03/04/2025 06:00,122113  ,135.2824249267578
03/04/2025 06:00,121916  ,135.28030395507812
03/04/2025 06:00,121719  ,135.27816772460938
03/04/2025 06:00,121522  ,135.27603149414062
03/04/2025 06:00,121325  ,135.27359008789062
03/04/2025 06:00,121128  ,135.27145385742188
03/04/2025 06:00,120931  ,135.2687225341797
03/04/2025 06:00,120733  ,135.2662811279297
03/04/2025 06:00,120536  ,135.26353454589844
03/04/2025 06:00,120339  ,135.26080322265625
03/04/2025 06:00,120142  ,135.25775146484375
03/04/2025 06:00,119945  ,135.2550048828125
03/04/2025 06:00,119748  ,135.25164794921875
03/04/2025 06:00,119551  ,135.24859619140625
03/04/2025 06:00,119354  ,135.2452392578125
03/04/2025 06:00,119157  ,135.2418975830078
03/04/2025 06:00,118960  ,135.23854064941406
03/04/2025 06:00,118763  ,135.23487854003906
03/04/2025 06:00,118566  ,135.23153686523438
03/04/2025 06:00,118369  ,135.22787475585938
03/04/2025 06:00,118172  ,135.22421264648438
03/04/2025 06:00,117975  ,135.22055053710938
03/04/2025 06:00,117777  ,135.2165985107422
03/04/2025 06:00,117580  ,135.2129364013672
03/04/2025 06:00,117386  ,135.2095947265625
03/04/2025 06:00,117191  ,135.20623779296875
03/04/2025 06:00,116997  ,135.202880859375
03/04/2025 06:00,116802  ,135.1998291015625
03/04/2025 06:00,116608  ,135.19677734375
03/04/2025 06:00,116413  ,135.19374084472656
03/04/2025 06:00,116218  ,135.19068908691406
03/04/2025 06:00,116024  ,135.18763732910156
03/04/2025 06:00,115829  ,135.1848907470703
03/04/2025 06:00,115635  ,135.18185424804688
03/04/2025 06:00,115440  ,135.17910766601562
03/04/2025 06:00,115245  ,135.17636108398438
03/04/2025 06:00,115051  ,135.17361450195312
03/04/2025 06:00,114856  ,135.17056274414062
03/04/2025 06:00,114662  ,135.16783142089844
03/04/2025 06:00,114467  ,135.1650848388672
03/04/2025 06:00,114273  ,135.162353515625
03/04/2025 06:00,114078  ,135.15960693359375
03/04/2025 06:00,113883  ,135.15655517578125
03/04/2025 06:00,113689  ,135.15380859375
03/04/2025 06:00,113494  ,135.1507568359375
03/04/2025 06:00,113300  ,135.14801025390625
03/04/2025 06:00,113105  ,135.1449737548828
03/04/2025 06:00,112911  ,135.1419219970703
03/04/2025 06:00,112889  ,135.1419219970703
03/04/2025 06:00,112860  ,135.13856506347656
03/04/2025 06:00,112677  ,135.13461303710938
03/04/2025 06:00,112494  ,135.13003540039062
03/04/2025 06:00,112311  ,135.1239471435547
03/04/2025 06:00,112127  ,135.1160125732422
03/04/2025 06:00,111933  ,135.1065673828125
03/04/2025 06:00,111738  ,135.0955810546875
03/04/2025 06:00,111544  ,135.08309936523438
03/04/2025 06:00,111350  ,135.0693817138672
03/04/2025 06:00,111155  ,135.054443359375
03/04/2025 06:00,110961  ,135.0376739501953
03/04/2025 06:00,110766  ,135.01939392089844
03/04/2025 06:00,110572  ,134.9989776611328
03/04/2025 06:00,110420  ,134.98251342773438
03/04/2025 06:00,110268  ,134.9663543701172
03/04/2025 06:00,110116  ,134.9492950439453
03/04/2025 06:00,109919  ,134.93161010742188
03/04/2025 06:00,109721  ,134.91453552246094
03/04/2025 06:00,109524  ,134.89837646484375
03/04/2025 06:00,109326  ,134.88284301757812
03/04/2025 06:00,109128  ,134.86790466308594
03/04/2025 06:00,108931  ,134.8535919189453
03/04/2025 06:00,108733  ,134.8395538330078
03/04/2025 06:00,108536  ,134.82614135742188
03/04/2025 06:00,108338  ,134.81333923339844
03/04/2025 06:00,108141  ,134.8008575439453
03/04/2025 06:00,107943  ,134.7886505126953
03/04/2025 06:00,107745  ,134.77708435058594
03/04/2025 06:00,107548  ,134.7657928466797
03/04/2025 06:00,107350  ,134.75482177734375
03/04/2025 06:00,107153  ,134.7444610595703
03/04/2025 06:00,106955  ,134.73410034179688
03/04/2025 06:00,106757  ,134.72434997558594
03/04/2025 06:00,106560  ,134.7148895263672
03/04/2025 06:00,106362  ,134.70574951171875
03/04/2025 06:00,106165  ,134.6972198486328
03/04/2025 06:00,105967  ,134.68899536132812
03/04/2025 06:00,105770  ,134.68106079101562
03/04/2025 06:00,105572  ,134.67405700683594
03/04/2025 06:00,105373  ,134.6664276123047
03/04/2025 06:00,105174  ,134.6588134765625
03/04/2025 06:00,104974  ,134.6514892578125
03/04/2025 06:00,104775  ,134.64418029785156
03/04/2025 06:00,104576  ,134.63685607910156
03/04/2025 06:00,104377  ,134.62954711914062
03/04/2025 06:00,104178  ,134.6228485107422
03/04/2025 06:00,103979  ,134.6158447265625
03/04/2025 06:00,103780  ,134.609130859375
03/04/2025 06:00,103580  ,134.60272216796875
03/04/2025 06:00,103381  ,134.59632873535156
03/04/2025 06:00,103182  ,134.5899200439453
03/04/2025 06:00,102983  ,134.58413696289062
03/04/2025 06:00,102784  ,134.57803344726562
03/04/2025 06:00,102585  ,134.5725555419922
03/04/2025 06:00,102386  ,134.56675720214844
03/04/2025 06:00,102186  ,134.56158447265625
03/04/2025 06:00,101987  ,134.556396484375
03/04/2025 06:00,101788  ,134.551513671875
03/04/2025 06:00,101589  ,134.54664611816406
03/04/2025 06:00,101390  ,134.54208374023438
03/04/2025 06:00,101191  ,134.53750610351562
03/04/2025 06:00,100992  ,134.53323364257812
03/04/2025 06:00,100792  ,134.52926635742188
03/04/2025 06:00,100593  ,134.52500915527344
03/04/2025 06:00,100401  ,134.5204315185547
03/04/2025 06:00,100209  ,134.5146484375
03/04/2025 06:00,100017  ,134.5079345703125
03/04/2025 06:00,99824   ,134.4997100830078
03/04/2025 06:00,99632   ,134.4899444580078
03/04/2025 06:00,99440   ,134.47776794433594
03/04/2025 06:00,99248   ,134.463134765625
03/04/2025 06:00,99055   ,134.4451446533203
03/04/2025 06:00,98863   ,134.4235076904297
03/04/2025 06:00,98671   ,134.3972930908203
03/04/2025 06:00,98479   ,134.36468505859375
03/04/2025 06:00,98286   ,134.32505798339844
03/04/2025 06:00,98094   ,134.2756805419922
03/04/2025 06:00,97902   ,134.21533203125
03/04/2025 06:00,97710   ,134.14401245117188
03/04/2025 06:00,97518   ,134.060791015625
03/04/2025 06:00,97325   ,133.96295166015625
03/04/2025 06:00,97299   ,133.9562530517578
03/04/2025 06:00,97283   ,133.9562530517578
03/04/2025 06:00,97267   ,133.9102325439453
03/04/2025 06:00,97083   ,133.8212127685547
03/04/2025 06:00,96899   ,133.7334442138672
03/04/2025 06:00,96715   ,133.64657592773438
03/04/2025 06:00,96532   ,133.5612335205078
03/04/2025 06:00,96348   ,133.47862243652344
03/04/2025 06:00,96164   ,133.40211486816406
03/04/2025 06:00,95981   ,133.33567810058594
03/04/2025 06:00,95797   ,133.27989196777344
03/04/2025 06:00,95613   ,133.23387145996094
03/04/2025 06:00,95430   ,133.19668579101562
03/04/2025 06:00,95236   ,133.16041564941406
03/04/2025 06:00,95043   ,133.1253662109375
03/04/2025 06:00,94849   ,133.0912322998047
03/04/2025 06:00,94656   ,133.05860900878906
03/04/2025 06:00,94462   ,133.0272216796875
03/04/2025 06:00,94269   ,132.99734497070312
03/04/2025 06:00,94076   ,132.968994140625
03/04/2025 06:00,93882   ,132.94216918945312
03/04/2025 06:00,93689   ,132.91717529296875
03/04/2025 06:00,93495   ,132.89341735839844
03/04/2025 06:00,93302   ,132.87115478515625
03/04/2025 06:00,93108   ,132.85073852539062
03/04/2025 06:00,92915   ,132.8318328857422
03/04/2025 06:00,92722   ,132.8141632080078
03/04/2025 06:00,92528   ,132.79830932617188
03/04/2025 06:00,92335   ,132.78367614746094
03/04/2025 06:00,92141   ,132.770263671875
03/04/2025 06:00,91948   ,132.75808715820312
03/04/2025 06:00,91754   ,132.74710083007812
03/04/2025 06:00,91561   ,132.737060546875
03/04/2025 06:00,91368   ,132.72821044921875
03/04/2025 06:00,91174   ,132.72027587890625
03/04/2025 06:00,90981   ,132.7129669189453
03/04/2025 06:00,90787   ,132.70657348632812
03/04/2025 06:00,90594   ,132.70077514648438
03/04/2025 06:00,90401   ,132.6956024169922
03/04/2025 06:00,90207   ,132.69102478027344
03/04/2025 06:00,90014   ,132.68675231933594
03/04/2025 06:00,89818   ,132.6824951171875
03/04/2025 06:00,89623   ,132.67822265625
03/04/2025 06:00,89428   ,132.67364501953125
03/04/2025 06:00,89232   ,132.6687774658203
03/04/2025 06:00,89037   ,132.6638946533203
03/04/2025 06:00,88841   ,132.65902709960938
03/04/2025 06:00,88646   ,132.65383911132812
03/04/2025 06:00,88451   ,132.64834594726562
03/04/2025 06:00,88255   ,132.64317321777344
03/04/2025 06:00,88060   ,132.6373748779297
03/04/2025 06:00,87865   ,132.631591796875
03/04/2025 06:00,87669   ,132.62548828125
03/04/2025 06:00,87474   ,132.6190948486328
03/04/2025 06:00,87279   ,132.61268615722656
03/04/2025 06:00,87083   ,132.60598754882812
03/04/2025 06:00,86888   ,132.59927368164062
03/04/2025 06:00,86692   ,132.5919647216797
03/04/2025 06:00,86497   ,132.58465576171875
03/04/2025 06:00,86302   ,132.5770263671875
03/04/2025 06:00,86106   ,132.5688018798828
03/04/2025 06:00,85911   ,132.56057739257812
03/04/2025 06:00,85716   ,132.55203247070312
03/04/2025 06:00,85520   ,132.54319763183594
03/04/2025 06:00,85325   ,132.5337371826172
03/04/2025 06:00,85129   ,132.5240020751953
03/04/2025 06:00,84934   ,132.51393127441406
03/04/2025 06:00,84739   ,132.50326538085938
03/04/2025 06:00,84546   ,132.4925994873047
03/04/2025 06:00,84353   ,132.48193359375
03/04/2025 06:00,84160   ,132.47096252441406
03/04/2025 06:00,83967   ,132.45997619628906
03/04/2025 06:00,83774   ,132.44871520996094
03/04/2025 06:00,83581   ,132.4368133544922
03/04/2025 06:00,83389   ,132.4249267578125
03/04/2025 06:00,83196   ,132.4130401611328
03/04/2025 06:00,83003   ,132.4005584716797
03/04/2025 06:00,82810   ,132.3877410888672
03/04/2025 06:00,82617   ,132.3743438720703
03/04/2025 06:00,82424   ,132.36093139648438
03/04/2025 06:00,82231   ,132.34690856933594
03/04/2025 06:00,82038   ,132.33258056640625
03/04/2025 06:00,81846   ,132.31764221191406
03/04/2025 06:00,81653   ,132.30210876464844
03/04/2025 06:00,81460   ,132.2865447998047
03/04/2025 06:00,81267   ,132.2700958251953
03/04/2025 06:00,81074   ,132.25302124023438
03/04/2025 06:00,80881   ,132.2353515625
03/04/2025 06:00,80688   ,132.21705627441406
03/04/2025 06:00,80495   ,132.19786071777344
03/04/2025 06:00,80311   ,132.1820068359375
03/04/2025 06:00,80127   ,132.1688995361328
03/04/2025 06:00,79942   ,132.15792846679688
03/04/2025 06:00,79758   ,132.1490936279297
03/04/2025 06:00,79573   ,132.14146423339844
03/04/2025 06:00,79389   ,132.1353759765625
03/04/2025 06:00,79205   ,132.1304931640625
03/04/2025 06:00,79196   ,132.1304931640625
03/04/2025 06:00,79187   ,132.1271514892578
03/04/2025 06:00,78995   ,132.1216583251953
03/04/2025 06:00,78802   ,132.1161651611328
03/04/2025 06:00,78610   ,132.11038208007812
03/04/2025 06:00,78418   ,132.10458374023438
03/04/2025 06:00,78225   ,132.0988006591797
03/04/2025 06:00,78033   ,132.0926971435547
03/04/2025 06:00,77840   ,132.0863037109375
03/04/2025 06:00,77648   ,132.07989501953125
03/04/2025 06:00,77455   ,132.07350158691406
03/04/2025 06:00,77263   ,132.06680297851562
03/04/2025 06:00,77071   ,132.05978393554688
03/04/2025 06:00,76878   ,132.05276489257812
03/04/2025 06:00,76686   ,132.0454559326172
03/04/2025 06:00,76493   ,132.037841796875
03/04/2025 06:00,76301   ,132.0302276611328
03/04/2025 06:00,76108   ,132.02198791503906
03/04/2025 06:00,75916   ,132.01376342773438
03/04/2025 06:00,75724   ,132.00523376464844
03/04/2025 06:00,75531   ,131.9963836669922
03/04/2025 06:00,75339   ,131.98724365234375
03/04/2025 06:00,75146   ,131.9774932861328
03/04/2025 06:00,74954   ,131.9677276611328
